devID,s_corr0,s_corr_offset,s_offset_samples,s_offset_time,Length_xcorr_samples,Length_xcorr_time,auto_offset_time,Full_CCC
VA308,0.020997796688423154,0.4320496210237674,2119,8.475999999980246,20481,81.92399999980907,8.475999999980246,"(array([-10240, -10239, -10238, ...,  10238,  10239,  10240]), array([0., 0., 0., ..., 0., 0., 0.]), <matplotlib.collections.LineCollection object at 0x12c5b2fa0>, <matplotlib.lines.Line2D object at 0x12c5b2ee0>)"
BR606,0.005698820957809541,0.42407306929415534,-233,-0.9319999999978279,20481,81.92399999980907,-0.9319999999978279,"(array([-10240, -10239, -10238, ...,  10238,  10239,  10240]), array([0., 0., 0., ..., 0., 0., 0.]), <matplotlib.collections.LineCollection object at 0x12e858eb0>, <matplotlib.lines.Line2D object at 0x12e858df0>)"
LS402,0.03621999069586962,0.5067606196639356,-36,-0.1439999999996644,20481,81.92399999980907,-0.1439999999996644,"(array([-10240, -10239, -10238, ...,  10238,  10239,  10240]), array([0., 0., 0., ..., 0., 0., 0.]), <matplotlib.collections.LineCollection object at 0x130b6a790>, <matplotlib.lines.Line2D object at 0x130b6a6d0>)"
LS406,0.005940846460870222,0.3989601497587616,-44,-0.17599999999958982,20481,81.92399999980907,-0.17599999999958982,"(array([-10240, -10239, -10238, ...,  10238,  10239,  10240]), array([0., 0., 0., ..., 0., 0., 0.]), <matplotlib.collections.LineCollection object at 0x132e9aa90>, <matplotlib.lines.Line2D object at 0x132e9a9d0>)"
VN207,0.05416993634880016,0.42458812194976747,-330,-1.3199999999969236,20481,81.92399999980907,-1.3199999999969236,"(array([-10240, -10239, -10238, ...,  10238,  10239,  10240]), array([0., 0., 0., ..., 0., 0., 0.]), <matplotlib.collections.LineCollection object at 0x1351d9eb0>, <matplotlib.lines.Line2D object at 0x1351d9df0>)"
LS403,0.05635473345894499,0.38840347481694004,-237,-0.9479999999977906,20481,81.92399999980907,-0.9479999999977906,"(array([-10240, -10239, -10238, ...,  10238,  10239,  10240]), array([0., 0., 0., ..., 0., 0., 0.]), <matplotlib.collections.LineCollection object at 0x13751a760>, <matplotlib.lines.Line2D object at 0x13751a6a0>)"
PC705,0.07622761517662076,0.11441463429035727,-3434,-13.735999999967987,20481,81.92399999980907,-13.735999999967987,"(array([-10240, -10239, -10238, ...,  10238,  10239,  10240]), array([0., 0., 0., ..., 0., 0., 0.]), <matplotlib.collections.LineCollection object at 0x13985d280>, <matplotlib.lines.Line2D object at 0x13985d1c0>)"
LS408,0.010055780279795682,0.4707638558867633,45,0.1799999999995805,20481,81.92399999980907,0.1799999999995805,"(array([-10240, -10239, -10238, ...,  10238,  10239,  10240]), array([0., 0., 0., ..., 0., 0., 0.]), <matplotlib.collections.LineCollection object at 0x13bb8ae20>, <matplotlib.lines.Line2D object at 0x13bb8ad60>)"
VA305,0.005787935504709299,0.38419594322218503,-285,-1.1399999999973431,20481,81.92399999980907,-1.1399999999973431,"(array([-10240, -10239, -10238, ...,  10238,  10239,  10240]), array([0., 0., 0., ..., 0., 0., 0.]), <matplotlib.collections.LineCollection object at 0x13ded8490>, <matplotlib.lines.Line2D object at 0x13ded83d0>)"
VA306,0.010870001640196098,0.4626390224217564,-430,-1.7199999999959914,20481,81.92399999980907,-1.7199999999959914,"(array([-10240, -10239, -10238, ...,  10238,  10239,  10240]), array([0., 0., 0., ..., 0., 0., 0.]), <matplotlib.collections.LineCollection object at 0x14020ab50>, <matplotlib.lines.Line2D object at 0x14020aa90>)"
